ID,Title,Year,IMDb,Genres,Runtime
5448,Big Nothing,2006,6.8,"Comedy,Crime,Thriller",86
5449,Mayor of the Sunset Strip,2003,7,"Documentary,Biography,Music",94
5450,Conquest 1453,2012,6.7,"Action,Drama,History,War",162
5451,Road to Bali,1953,6.5,"Adventure,Comedy,Fantasy,Musical",91
5452,"Pulp: a Film About Life, Death & Supermarkets",2014,7.2,"Documentary,Music",90
5453,My Favorite Season,1993,7.1,"Drama,Romance",127
5454,Number 37,2018,6.3,Thriller,100
5455,Japanese Story,2003,6.7,"Drama,Romance",110
5456,Tortilla Soup,2001,6.7,"Comedy,Romance,Drama",102
5457,Friday the 13th Part 2,1981,6.1,"Horror,Mystery,Thriller",87
5458,The Reef,2010,5.8,"Adventure,Drama,Horror,Thriller",94
5459,Some Freaks,2016,6.2,"Comedy,Drama,Romance",97
5460,Theeran Adhigaaram Ondru,2017,8.3,"Action,Crime,Thriller",157
5461,Wreckers,2011,6,Drama,85
5462,Look Both Ways,2005,7,"Drama,Mystery,Romance",100
5463,William S. Burroughs: A Man Within,2010,7.2,Documentary,87
5464,Knightriders,1981,6.3,"Action,Drama",146
5465,Sheikh Jackson,2017,7,Drama,93
5466,What Richard Did,2012,6.3,Drama,88
5467,Inside the Rain,2020,4.1,"Comedy,Drama,Romance",90
5468,Valley Uprising,2014,8.1,Documentary,103
5469,Birds Without Names,2017,6.6,"Drama,Mystery",123
5470,All About Them,2015,6.3,"Comedy,Romance",86
5471,Men at Work,2006,6.5,"Comedy,Drama,Romance",30
5472,Terror by Night,1946,6.9,"Crime,Drama,Film-Noir,Mystery,Thriller",60
5473,Jigarthanda,2014,8.3,"Action,Crime,Drama,Thriller",171
5474,My Way,2012,6.9,"Action,Drama,War",137
5475,Crossing Arizona,2006,8,Documentary,77
5476,Back to Burgundy,2017,6.9,"Comedy,Drama",113
5477,The Perfect Game,2010,6.9,"Comedy,Drama,Family,Sport",118
5478,Dil To Pagal Hai,1997,7,"Comedy,Drama,Musical,Romance",179
5479,"Lovely, Still",2008,7.1,"Drama,Romance",92
5480,Ta Ra Rum Pum,2007,5.6,"Family,Romance,Sport",153
5481,Braid,2019,5.3,"Horror,Mystery,Thriller",82
5482,Buzzard,2015,6.4,"Comedy,Drama,Horror",97
5483,A Dark Place,2019,6.2,"Mystery,Thriller",89
5484,Finding Mr. Right,2013,6.4,"Comedy,Romance",121
5485,The Whole Gritty City,2013,7.8,"Documentary,Music",89
5486,Estranged,2015,5.4,"Horror,Thriller",101
5487,Hitting the Apex,2015,8.4,"Documentary,Sport",138
5488,Woman Walks Ahead,2018,6.6,"Biography,Drama,History,Western",101
5489,The Horse Boy,2009,7.3,Documentary,93
5490,Twice Born,2012,7.4,"Drama,Romance,War",127
5491,"Empathy, Inc.",2018,4.9,"Drama,Horror,Sci-Fi,Thriller",97
5492,In the Name of...,2013,6.6,"Short,Drama",
5493,Angel and the Badman,1947,6.9,"Romance,Western",100
5494,Bright Days Ahead,2013,6.3,"Drama,Romance",94
5495,Her Composition,2015,5.3,"Adventure,Drama,Fantasy,Music",93
5496,Wal-Mart: The High Cost of Low Price,2005,6.8,Documentary,98
5497,The Possession,2012,5.9,"Horror,Mystery,Thriller",92
5498,The Country Teacher,2008,6.9,"Drama,Romance",117
5499,Mohabbatein,2000,7.1,"Musical,Drama,Romance",216
5500,The Flying Deuces,1939,6.9,"Comedy,War",69
5501,The Divine Order,2017,7,"Comedy,Drama",96
5502,Africa: The Serengeti,1994,7.3,"Documentary,Short",39
5503,Mia madre,2015,6.8,Drama,106
5504,Vampire Circus,1972,6.4,Horror,87
5505,Examined Life,2008,7,Documentary,87
5506,Shadow Company,2006,7.7,Documentary,86
5507,The Day of the Triffids,1962,6.2,"Horror,Sci-Fi",93
5508,Absurdistan,2008,6.8,"Adventure,Comedy,Sci-Fi,Thriller",84
5509,The Moustache,2005,6.7,"Drama,Mystery",87
5510,Entre Nos,2009,7.3,Drama,90
5511,Cecil B. Demented,2000,6.3,"Comedy,Crime,Thriller",87
5512,The Red House,1947,6.8,"Drama,Film-Noir,Mystery,Thriller",100
5513,Tideland,2005,6.5,"Drama,Fantasy,Horror",120
5514,Lost in Paris,2017,6.2,Comedy,83
5515,Species,1995,5.8,"Action,Horror,Sci-Fi,Thriller",108
5516,Manifesto,2015,6.6,"Crime,Drama",60
5517,City of the Living Dead,1980,6.3,Horror,93
5518,Halston,2019,6.6,Drama,
5519,Home Again,2017,5.8,"Comedy,Drama,Romance",97
5520,The Samurai,2014,5.7,"Crime,Drama,Mystery,Thriller",105
5521,The Good Postman,2016,7.3,Documentary,80
5522,I Am Another You,2017,7.2,Documentary,80
5523,Dhoom,2004,6.7,"Action,Thriller",129
5524,The Double Hour,2009,6.7,"Crime,Drama,Mystery,Romance,Thriller",95
5525,Pandemic,2016,4.4,"Action,Horror,Sci-Fi,Thriller",91
5526,Nobody's Watching,2017,6.6,Drama,102
5527,My Name Is Emily,2016,6.6,Drama,94
5528,Cherry,2010,6.7,Drama,
5529,Rampart,2011,5.8,"Crime,Drama,Thriller",47
5530,Ping Pong,2012,7.3,"Comedy,Drama,Sport",114
5531,Once I Was a Beehive,2015,6.2,"Comedy,Drama,Family",119
5532,Sister Helen,2002,7.8,Documentary,90
5533,War Don Don,2010,7.2,Documentary,83
5534,Romero,1989,7.1,"Biography,Crime,Drama,History,Thriller,War",102
5535,Top Knot Detective,2017,6.3,"Action,Comedy,Crime,Drama,History,Mystery",87
5536,Girl Asleep,2015,6.2,"Comedy,Family,Fantasy",77
5537,The Ninth Day,2004,7.1,"Drama,Thriller,War",98
5538,Five Fingers for Marseilles,2018,6.1,"Drama,Thriller,Western",120
5539,Shottas,2002,6.2,"Action,Crime,Drama",95
5540,Holy Air,2017,6.5,Comedy,81
5541,Saint Jack,1979,7,Drama,112
5542,The Golden Child,1986,6,"Action,Adventure,Comedy,Fantasy,Mystery",94
5543,Hal,2019,6.9,"Animation,Drama,Family,Romance,Sci-Fi",60
5544,Last Call at the Oasis,2011,7.4,Documentary,105
5545,Stella Maris,1918,6.7,Drama,84
5546,Edge Codes.com: The Art of Motion Picture Editing,2004,6.8,Documentary,75
5547,The Sunset Limited,2011,7.4,Drama,91
5548,Django,2017,6.3,"Drama,Western",165
5549,Nancy,2018,6.2,"Drama,Mystery",85
5550,Love Liza,2002,7,"Comedy,Drama",90
5551,Kaante,2002,6.6,"Action,Crime,Drama,Thriller",150
5552,The Unloved,2009,6.8,Drama,106
5553,The Blood Spattered Bride,1972,6.2,Horror,100
5554,After the Fox,1966,6.5,"Comedy,Crime",103
5555,The Suicide Theory,2015,6.5,Drama,98
5556,Lady Jane,1986,7.1,"Biography,Drama,History,Romance",136
5557,Thirst,1979,5.8,"Drama,Fantasy,Horror,Romance",134
5558,Skeletons,2010,6.8,"Comedy,Drama,Fantasy",94
5559,Joe,1970,6.8,"Crime,Drama",117
5560,Pin Cushion,2018,6.5,Drama,82
5561,Black Sunday,1977,6.8,Horror,87
5562,Upside Down,2012,6.4,"Drama,Fantasy,Romance,Sci-Fi",109
5563,Doomed! The Untold Story of Roger Corman's The Fantastic Four,2015,6.9,Documentary,85
5564,Diverge,2016,4.5,"Drama,Sci-Fi,Thriller",85
5565,Baarìa,2009,6.9,"Comedy,Drama",163
5566,Poor Boy's Game,2007,6.4,Drama,104
5567,That Guy Dick Miller,2014,7.4,"Documentary,Biography",91
5568,Till the Clouds Roll By,1946,6.4,"Biography,Musical",132
5569,Hyena Road,2015,6.5,"Action,Drama,War",120
5570,Sukiyaki Western Django,2007,6.2,"Action,Western",121
5571,The Forest for the Trees,2004,7.2,"Comedy,Drama",162
5572,Under the Bombs,2007,7,"Drama,Romance,War",98
5573,Hired Gun,2017,7.1,"Documentary,Music",98
5574,Mary Goes Round,2018,6.8,Drama,84
5575,Food Chains,2014,7.2,Documentary,83
5576,Planet of the Vampires,1965,6.3,"Horror,Sci-Fi",88
5577,Bedevilled,2010,7.3,"Drama,Horror,Thriller",115
5578,One Week and a Day,2016,6.7,"Comedy,Drama",98
5579,This Is Where We Live,2013,7.7,"Drama,Family",92
5580,The Mechanic,1972,6.9,"Action,Thriller",93
5581,The Front Page,1931,6.7,Comedy,101
5582,Salute,2008,7.6,"Drama,Romance,Sport",84
5583,Wolf Creek 2,2013,6.1,"Action,Horror",106
5584,Computer Chess,2013,6.3,Comedy,92
5585,Transpecos,2016,5.8,Thriller,86
5586,Winter Brothers,2017,6.5,Drama,94
5587,Dalida,2016,6.9,"Biography,Drama,Music",127
5588,Catch Me Daddy,2015,6.3,"Drama,Thriller",112
5589,Bharat Ane Nenu,2018,7.7,"Action,Drama",173
5590,Adore,2013,6.2,"Drama,Romance",112
5591,A Syrian Love Story,2015,7,"Documentary,Drama",76
5592,Nicholas and Alexandra,1971,7.2,"Biography,Drama,History,War",183
5593,LBJ,2017,6.5,"Biography,Drama,History",98
5594,Freestyle: The Art of Rhyme,2000,7.6,"Documentary,Music",60
5595,Dolemite,1975,5.8,"Biography,Comedy,Drama",118
5596,Crime After Crime,2011,7.6,"Comedy,Crime",
5597,Embers,2015,5.4,"Action,Adventure,Comedy,Drama,Musical,Thriller,Western",204
5598,People's Republic of Desire,2018,6.8,Documentary,95
5599,Witnesses,2003,6.8,"Crime,Mystery,Thriller",52
5600,The Sisterhood of Night,2015,6.2,"Drama,Mystery,Thriller",104
5601,Not Suitable For Children,2012,5.8,"Comedy,Romance",97
5602,Father's Day,2011,6,"Comedy,Fantasy,Horror",120
5603,Sex & Drugs & Rock & Roll,2010,6.6,"Comedy,Music",21
5604,Il Mare,2000,7.6,"Drama,Fantasy,Romance",99
5605,Storm,2009,6.9,"Comedy,Drama,Fantasy,Romance",140
5606,Tiger Orange,2014,6.6,Drama,75
5607,Baazigar,1993,7.7,"Crime,Drama,Musical,Romance,Thriller",175
5608,Aruvi,2017,8.6,Drama,130
5609,Duckweed,2017,6.4,"Comedy,Drama,Fantasy",102
5610,Gabriel,2014,6.4,"Action,Fantasy,Horror,Thriller",114
5611,The Dentist,1932,6.8,Horror,92
5612,Head Games,2012,7.3,"Horror,Thriller",80
5613,Churchill,2017,6.2,"Biography,Drama,History,War",105
5614,Garbo: The Spy,2009,7.2,"Documentary,Biography,History",88
5615,Ju Dou,1990,7.7,"Drama,Romance",95
5616,Newton,2017,7.7,Drama,106
5617,The Foot Fist Way,2006,6.3,Comedy,85
5618,The Dark Valley,2014,7.1,"Action,Drama,Western",115
5619,Our Time Will Come,2017,6.4,"Drama,War",130
5620,Shock Wave,2017,6.3,"Action,Crime,Thriller",119
5621,Final Score,2018,5.7,"Action,Drama,Thriller",104
5622,Pet,2016,5.7,"Horror,Thriller",94
5623,Rangasthalam,2018,8.4,"Action,Drama",170
5624,Pathology,2008,6,"Crime,Thriller",95
5625,Shooting Fish,1997,6.6,"Comedy,Crime,Romance",109
5626,Parkland,2013,6.3,"Drama,History,Mystery,Thriller",93
5627,Arjun Reddy,2017,8.2,"Crime,Drama,Romance",173
5628,Trash Dance,2012,7.5,"Documentary,Comedy,Family,Music",68
5629,A Man of No Importance,1994,6.7,"Comedy,Drama",99
5630,Hideous Kinky,1998,6,"Adventure,Drama,Romance",98
5631,The Levelling,2017,6.4,Drama,83
5632,Don't Kill It,2016,5.2,"Action,Comedy,Fantasy,Horror",83
5633,Some Guy Who Kills People,2011,6.4,"Comedy,Crime,Drama,Horror,Mystery,Thriller",97
5634,Good Dick,2008,6.4,"Comedy,Drama,Romance",86
5635,A Monster with a Thousand Heads,2016,6.5,"Drama,Thriller",74
5636,Murder!,1930,6.4,"Crime,Mystery,Thriller",104
5637,The Keeping Room,2014,6,"Drama,Western",95
5638,Pop Aye,2017,6.6,Drama,104
5639,Bedrooms and Hallways,1998,6.6,"Comedy,Romance",92
5640,"Hale County This Morning, This Evening",2018,6.3,Documentary,76
5641,Obey,2018,5.4,Drama,96
5642,100 Bloody Acres,2012,6,"Comedy,Horror",91
5643,George Carlin: Back in Town,1996,8.7,"Documentary,Comedy",60
5644,B.B. King: The Life of Riley,2012,7.4,"Documentary,Biography,Music",123
5645,Chasing the Dragon,2017,6.8,"Action,Biography,Crime,History",128
5646,Francofonia,2015,6.6,"Drama,History",88
5647,Madeline's Madeline,2018,6.4,"Drama,Mystery,Thriller",93
5648,Zarafa,2012,7,"Animation,Adventure,Family",78
5649,Goya's Ghosts,2006,6.9,"Biography,Drama,History",113
5650,Yu-Gi-Oh!: The Dark Side of Dimensions,2016,7,"Animation,Adventure,Drama,Fantasy",130
5651,The Poker House,2008,6.4,Drama,93
5652,Wonder Wheel,2017,6.2,Drama,101
5653,Uzumasa Limelight,2014,6,"Action,Drama",103
5654,Fugitive Pieces,2007,7,"Drama,War",104
5655,Sister My Sister,1994,6.6,"Drama,Thriller",89
5656,All This Panic,2017,6.8,Documentary,79
5657,De-Lovely,2004,6.6,"Biography,Drama,Music,Musical",125
5658,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,2009,7.1,Comedy,115
5659,Scaffolding,2018,6.8,Drama,90
5660,Afternoon Delight,2013,5.7,"Comedy,Drama",98
5661,Author: The JT LeRoy Story,2016,7.1,"Documentary,Biography",110
5662,Time Regained,1999,6.7,"Drama,Romance,War",169
5663,My Favorite Brunette,1947,6.8,"Comedy,Crime,Film-Noir,Mystery,Romance,Thriller",87
5664,Gringo,2018,6.1,"Action,Comedy,Crime,Drama",111
5665,The Last Movie Star,2018,6.9,Drama,94
5666,Cuban Fury,2014,6.2,"Comedy,Romance,Sport",98
5667,Body Bags,1993,6.1,"Comedy,Horror,Sci-Fi",91
5668,Trench 11,2017,5.3,"Horror,Thriller,War",90
5669,Gone in 60 Seconds,1974,6.5,"Action,Crime,Thriller",118
5670,Super High Me,2007,6.1,"Documentary,Comedy",94
5671,1:54,2016,6.6,"Drama,Sport",106
5672,Barbershop 2: Back in Business,2004,5.7,"Comedy,Drama",106
5673,Noble,2014,6.8,"Biography,Drama",100
5674,The Greatest Story Ever Told,1965,6.6,"Biography,Drama,History",260
5675,Downriver,2015,6.2,"Drama,Thriller",99
5676,Southwest of Salem: The Story of the San Antonio Four,2016,7.1,Documentary,91
5677,Let Her Out,2016,4.4,"Horror,Sci-Fi,Thriller",89
5678,TransFatty Lives,2015,8,"Documentary,Biography",83
5679,The Summit,2012,6.9,Documentary,95
5680,Animals,2014,6.3,"Comedy,Drama",109
5681,Hello Destroyer,2016,6.2,Drama,110
5682,George Carlin: Jammin' in New York,1992,8.7,"Documentary,Comedy",59
5683,Ashby,2015,6.4,"Comedy,Crime,Drama,Romance",100
5684,The Bigamist,1953,6.8,"Drama,Film-Noir",80
5685,Madeinusa,2006,6.8,Drama,100
5686,G-Dog,2012,6.8,"Action,Adventure,Crime,Drama,Romance",61
5687,Sons of Perdition,2010,6.9,Documentary,85
5688,Northern Soul,2014,6.4,"Drama,Music",102
5689,Astraea,2015,6.6,"Adventure,Drama,Sci-Fi",95
5690,Moll Flanders,1996,6.5,"Drama,Romance",123
5691,"New York, I Love You",2008,6.2,"Comedy,Drama,Romance",103
5692,Almost Sunrise,2017,7.6,"Documentary,Adventure,Drama,War",98
5693,Undertow,2004,6.6,"Crime,Drama,Film-Noir,Thriller",71
5694,Left On Purpose,2015,7.3,"Documentary,Biography,Drama,History",85
5695,Thoda Pyaar Thoda Magic,2008,4.9,"Comedy,Drama,Family,Fantasy,Romance",145
5696,Four Sheets to the Wind,2007,6.3,"Drama,Romance",81
5697,Our Nixon,2013,6.7,"Documentary,Biography,Crime,History",84
5698,Life of a King,2013,6.9,Drama,100
5699,Free and Easy,2017,6.3,"Drama,Film-Noir",77
5700,Sordid Lives,2000,6.8,"Comedy,Romance",111
5701,Something Like Happiness,2005,7.1,Drama,102
5702,Paint Your Wagon,1969,6.6,"Comedy,Drama,Musical,Romance,Western",164
5703,Toomelah,2011,6.1,"Crime,Drama",106
5704,Future Shock! The Story of 2000AD,2014,7.2,Documentary,110
5705,Boston,2017,7.5,"Action,Crime,Drama,History,Thriller",133
5706,Radiant City,2007,7,"Documentary,Comedy,Drama",93
5707,Winter Kills,1979,6.1,"Comedy,Drama,Mystery,Thriller",97
5708,Living in the Future's Past,2018,6.5,Documentary,100
5709,Fear and Desire,1953,5.5,"Drama,Thriller,War",62
5710,Essential Killing,2010,6.1,"Thriller,War",83
5711,Honor Flight,2012,8.4,"Documentary,History,War",82
5712,40 Years in the Making: The Magic Music Movie,2018,6.9,Documentary,99
5713,1,2013,8,"Documentary,History,Sport",112
5714,Becoming Cary Grant,2017,6.6,"Documentary,Biography",85
5715,Sex and Broadcasting,2014,6.7,"Documentary,Biography,Comedy,Music",76
5716,Indestructible,2007,7.7,"Biography,Drama,Romance,War",110
5717,Tai Chi Zero,2012,6.1,"Action,Adventure,Drama",98
5718,Howl,2015,5.4,"Action,Fantasy,Horror,Mystery,Thriller",92
5719,Creation,2009,6.7,"Biography,Drama,Romance",108
5720,Northanger Abbey,2007,7.3,"Drama,Romance",84
5721,The Visual Bible: The Gospel of John,2003,7.7,"Biography,Drama,History",180
5722,Cardinals,2017,5.5,"Crime,Drama,Thriller",84
5723,Big Jake,1971,7.2,Western,110
5724,This Is Martin Bonner,2013,6.5,Drama,83
5725,We are Twisted Fucking Sister!,2016,7.1,"Documentary,Biography,Comedy,History,Music",135
5726,Free In Deed,2015,6.5,Drama,100
5727,Death Rides a Horse,1967,7.1,Western,120
5728,Q,1982,6,"Drama,Romance",103
5729,Nicky's Family,2011,7.9,"Documentary,History",96
5730,A Picture of You,2014,6.3,Drama,83
5731,George Carlin: You Are All Diseased,1999,8.6,"Documentary,Comedy",65
5732,Jaane Bhi Do Yaaro,1983,8.4,"Comedy,Drama",132
5733,Night of the Demons,1988,6.2,"Comedy,Fantasy,Horror",90
5734,Night Hunter,2019,5.9,"Action,Crime,Drama,Mystery,Thriller",98
5735,Boy Wonder,2010,6.8,"Action,Crime,Drama,Thriller",93
5736,Blue Chips,1994,6.2,"Drama,Sport",108
5737,The Horseman,2008,6.5,"Crime,Drama,Mystery,Thriller",90
5738,Jack Frost,1979,7,"Crime,Drama,Mystery",105
5739,Thousand Pieces of Gold,1991,6.9,"Romance,Western",105
5740,"Pink Ribbons, Inc.",2011,7.2,Documentary,97
5741,True North,2006,6.9,"Crime,Drama,Romance,Thriller",89
5742,Ganja & Hess,1973,6.2,"Drama,Fantasy,Horror",110
5743,Tropicália,2012,7.3,"Documentary,Music",87
5744,Sun Ra: A Joyful Noise,1980,7.3,"Documentary,Music",60
5745,Point and Shoot,2014,6.8,Documentary,83
5746,Sold,2016,6.8,Drama,94
5747,The Rage in Placid Lake,2003,6.9,Comedy,89
5748,Imitation Girl,2017,4.9,"Drama,Sci-Fi",84
5749,Battle for Sevastopol,2015,7.1,"Biography,Drama,Romance,War",110
5750,Interview,2007,6.8,"Comedy,Drama,Fantasy",105
5751,The Midnight Swim,2015,5.2,"Drama,Horror,Mystery",84
5752,The Nightmare,2015,5.8,"Documentary,Horror",91
5753,Kites,2010,6.1,"Action,Drama,Romance,Thriller",123
5754,The Legend of Rita,2000,6.9,"Drama,History,Romance",103
5755,Sunshine State,2002,6.7,"Drama,Romance",141
5756,Louis C.K.: Oh My God,2013,8.4,Comedy,58
5757,The Good Neighbor,2016,6.3,"Crime,Drama,Horror,Thriller",98
5758,Hot House,2007,7.3,Drama,90
5759,The Gruffalo,2009,7.5,"Animation,Short,Family",27
5760,Pandora's Promise,2013,7.4,Documentary,87
5761,Shadows in the Sun,2005,6.7,"Comedy,Drama,Romance",100
5762,Pataakha,2018,7.2,"Action,Comedy,Drama",134
5763,Mr. Nice,2010,6.4,"Biography,Comedy,Crime,Drama",121
5764,Willow Creek,2013,5.1,"Horror,Mystery,Thriller",80
5765,The Culture High,2014,8.2,"Documentary,News",120
5766,Gulliver's Travels,1939,6.7,"Adventure,Comedy,Family,Fantasy",85
5767,Tales from the Script,2009,7.1,Documentary,105
5768,Bride of Re-Animator,1990,6.3,"Comedy,Horror,Sci-Fi,Thriller",96
5769,The Church,1989,6.2,Horror,102
5770,1492: Conquest of Paradise,1992,6.5,"Adventure,Biography,Drama,History",154
5771,The 51st State,2001,6.3,"Action,Comedy,Crime,Thriller",93
5772,Urbania,2000,6.8,Drama,103
5773,Sufna,2020,8.2,Romance,144
5774,I Am Belfast,2016,6.6,Documentary,84
5775,Love & Saucers,2017,7.4,"Documentary,Biography,Mystery,Romance,Sci-Fi",67
5776,Sirens,1994,5.8,"Comedy,Drama,Romance",98
5777,Forgiving Dr. Mengele,2006,6.9,Documentary,82
5778,Eating Out 2: Sloppy Seconds,2006,6.2,"Comedy,Romance",79
5779,The Second Time Around,2016,6.6,"Action,Adventure,Comedy,Family,Romance,Western",99
5780,The Heart is Deceitful Above All Things,2004,6.4,Drama,98
5781,Goin' South,1978,6.2,"Comedy,Crime,Romance,Western",105
5782,Support Your Local Gunfighter,1971,6.9,"Comedy,Romance,Western",91
5783,Double Happiness,1994,7,"Drama,Romance",87
5784,Before I Disappear,2014,7.2,Drama,93
5785,Chisholm '72: Unbought & Unbossed,2004,7.3,Documentary,76
5786,The Immaculate Conception of Little Dizzle,2010,6.2,"Comedy,Drama",104
5787,Rakka,2017,7.4,"Short,Horror,Sci-Fi,War",22
5788,Jallikattu,2019,7.7,"Action,Crime",95
5789,GirlHouse,2014,5.5,"Horror,Thriller",99
5790,Captain Kidd,1945,6.4,"Adventure,Biography,Drama,History",90
5791,Campfire,2004,6.9,Drama,96
5792,"Wild Horse, Wild Ride",2012,7.6,"Documentary,Western",106
5793,The Patsy,1964,6.3,Comedy,101
5794,Wake Wood,2011,5.5,"Drama,Horror,Thriller",90
5795,Bodysong,2003,6.9,Documentary,83
5796,The Crescent,2018,4.9,"Horror,Mystery",99
5797,Flying Swords of Dragon Gate,2011,6,"Action,Adventure",122
5798,Khakee,2004,7.4,"Action,Crime,Thriller",157
5799,For Those in Peril,2013,6.4,Drama,92
5800,The Greasy Strangler,2016,5.7,"Comedy,Horror",93
5801,The Competition,1980,6.6,"Drama,Romance,Music",123
5802,Our Daily Bread,1934,7.1,"Drama,Romance",77
5803,Jeff Dunham: Spark of Insanity,2007,8,Comedy,80
5804,Little White Lie,2014,7.2,Musical,
5805,True Confessions,1981,6.3,"Crime,Drama",108
5806,Siddharth,2013,7.3,Drama,96
5807,Paper Man,2009,6.6,"Comedy,Drama",110
5808,The Academy of Muses,2015,6.8,Drama,92
5809,Women Who Kill,2016,5.4,"Comedy,Crime,Mystery,Romance,Thriller",93
5810,The Personals,1998,7.1,"Comedy,Drama,Romance",104
5811,Psychomania,1973,5.8,"Adventure,Horror",85
5812,Beautiful Darling,2010,7.3,Documentary,85
5813,Double Impact,1991,5.6,"Action,Crime",110
5814,The Stone Roses: Made of Stone,2013,7.3,"Documentary,Music",97
5815,Bloodsucking Bastards,2015,5.7,"Action,Comedy,Horror",86
5816,Let the Corpses Tan,2017,6.2,Thriller,92
5817,Freedom,2009,7.3,"Drama,Music",94
5818,I Am Dragon,2015,6.9,"Adventure,Fantasy,Romance",110
5819,An Occurrence at Owl Creek Bridge,1962,8.1,"Short,Adventure,Drama,Fantasy,Thriller,War,Western",28
5820,Dil Bole Hadippa!,2009,4.5,"Comedy,Drama,Sport",148
5821,Creepshow 2,1987,6.1,"Fantasy,Horror",92
5822,Lake Tahoe,2008,6.7,Drama,89
5823,Gary Numan: Android In La La Land,2016,6.9,"Documentary,Biography,Music,Romance",85
5824,Louisiana Story,1948,6.7,"Adventure,Drama",78
5825,Fists of Legend,2013,6.8,Action,154
5826,11 Flowers,2012,7.1,"Crime,Drama,History",110
5827,The Loveless,1981,6.1,Drama,82
5828,Sometimes in April,2005,7.9,"Drama,History,War",140
5829,Life,2015,6.1,"Horror,Sci-Fi,Thriller",104
5830,Flying Tigers,1942,6.8,"Action,Drama,Romance,War",102
5831,We Are Mari Pepa,2013,7,"Comedy,Drama,Music,Romance",100
5832,The Road Movie,2017,6.4,Documentary,67
5833,The Souvenir,2019,6.5,"Drama,Mystery,Romance",120
5834,Felix and Meira,2015,6.7,"Drama,Romance",105
5835,Saving Brinton,2017,7.7,Documentary,90
5836,Five Corners,1987,6.2,"Crime,Drama,Thriller",90
5837,Alexandra's Project,2003,6.5,"Drama,Mystery,Thriller",103
5838,What Still Remains,2018,4.7,"Drama,Thriller",92
5839,The Cat's Meow,2001,6.3,"Drama,Romance",114
5840,Who's Watching Oliver,2018,5.1,"Drama,Horror",87
5841,The Leading Man,1996,5.7,"Drama,Romance,Thriller",100
5842,Happy,2011,7.2,"Drama,Romance",96
5843,The Berlin File,2013,6.6,"Action,Thriller",120
5844,La Camioneta: The Journey of One American School Bus,2012,6.7,Documentary,71
5845,Wind,1992,6.4,"Action,Drama,Sport",126
5846,The Dying of the Light,2015,7.2,"Action,Drama,Thriller",94
